table_schema,table_name,privilege_type,grantee
public,jalapeno_growth_reports,UPDATE,anon
public,jalapeno_growth_reports,DELETE,authenticated
public,jalapeno_growth_reports,INSERT,authenticated
public,jalapeno_growth_reports,REFERENCES,authenticated
public,jalapeno_growth_reports,SELECT,authenticated
public,jalapeno_growth_reports,TRIGGER,authenticated
public,jalapeno_growth_reports,TRUNCATE,authenticated
public,jalapeno_growth_reports,UPDATE,authenticated
public,jalapeno_growth_reports,DELETE,service_role
public,jalapeno_growth_reports,INSERT,service_role
public,jalapeno_growth_reports,REFERENCES,service_role
public,jalapeno_growth_reports,SELECT,service_role
public,jalapeno_growth_reports,TRIGGER,service_role
public,jalapeno_growth_reports,TRUNCATE,service_role
public,jalapeno_growth_reports,UPDATE,service_role
public,jalapeno_image_assets,DELETE,anon
public,jalapeno_image_assets,INSERT,anon
public,jalapeno_image_assets,REFERENCES,anon
public,jalapeno_image_assets,SELECT,anon
public,jalapeno_image_assets,TRIGGER,anon
public,jalapeno_image_assets,TRUNCATE,anon
public,jalapeno_image_assets,UPDATE,anon
public,jalapeno_image_assets,DELETE,authenticated
public,jalapeno_image_assets,INSERT,authenticated
public,jalapeno_image_assets,REFERENCES,authenticated
public,jalapeno_image_assets,SELECT,authenticated
public,jalapeno_image_assets,TRIGGER,authenticated
public,jalapeno_image_assets,TRUNCATE,authenticated
public,jalapeno_image_assets,UPDATE,authenticated
public,jalapeno_image_assets,DELETE,service_role
public,jalapeno_image_assets,INSERT,service_role
public,jalapeno_image_assets,REFERENCES,service_role
public,jalapeno_image_assets,SELECT,service_role
public,jalapeno_image_assets,TRIGGER,service_role
public,jalapeno_image_assets,TRUNCATE,service_role
public,jalapeno_image_assets,UPDATE,service_role
public,jalapeno_instagram_posts,DELETE,anon
public,jalapeno_instagram_posts,INSERT,anon
public,jalapeno_instagram_posts,REFERENCES,anon
public,jalapeno_instagram_posts,SELECT,anon
public,jalapeno_instagram_posts,TRIGGER,anon
public,jalapeno_instagram_posts,TRUNCATE,anon
public,jalapeno_instagram_posts,UPDATE,anon
public,jalapeno_instagram_posts,DELETE,authenticated
public,jalapeno_instagram_posts,INSERT,authenticated
public,jalapeno_instagram_posts,REFERENCES,authenticated
public,jalapeno_instagram_posts,SELECT,authenticated
public,jalapeno_instagram_posts,TRIGGER,authenticated
public,jalapeno_instagram_posts,TRUNCATE,authenticated
public,jalapeno_instagram_posts,UPDATE,authenticated
public,jalapeno_instagram_posts,DELETE,service_role
public,jalapeno_instagram_posts,INSERT,service_role
public,jalapeno_instagram_posts,REFERENCES,service_role
public,jalapeno_instagram_posts,SELECT,service_role
public,jalapeno_instagram_posts,TRIGGER,service_role
public,jalapeno_instagram_posts,TRUNCATE,service_role
public,jalapeno_instagram_posts,UPDATE,service_role
public,jalapeno_performance_summaries,DELETE,anon
public,jalapeno_performance_summaries,INSERT,anon
public,jalapeno_performance_summaries,REFERENCES,anon
public,jalapeno_performance_summaries,SELECT,anon
public,jalapeno_performance_summaries,TRIGGER,anon
public,jalapeno_performance_summaries,TRUNCATE,anon
public,jalapeno_performance_summaries,UPDATE,anon
public,jalapeno_performance_summaries,DELETE,authenticated
public,jalapeno_performance_summaries,INSERT,authenticated
public,jalapeno_performance_summaries,REFERENCES,authenticated
public,jalapeno_performance_summaries,SELECT,authenticated
public,jalapeno_performance_summaries,TRIGGER,authenticated
public,jalapeno_performance_summaries,TRUNCATE,authenticated
public,jalapeno_performance_summaries,UPDATE,authenticated
public,jalapeno_performance_summaries,DELETE,service_role
public,jalapeno_performance_summaries,INSERT,service_role
public,jalapeno_performance_summaries,REFERENCES,service_role
public,jalapeno_performance_summaries,SELECT,service_role
public,jalapeno_performance_summaries,TRIGGER,service_role
public,jalapeno_performance_summaries,TRUNCATE,service_role
public,jalapeno_performance_summaries,UPDATE,service_role
public,jalapeno_post_candidates,DELETE,anon
public,jalapeno_post_candidates,INSERT,anon
public,jalapeno_post_candidates,REFERENCES,anon
public,jalapeno_post_candidates,SELECT,anon
public,jalapeno_post_candidates,TRIGGER,anon
public,jalapeno_post_candidates,TRUNCATE,anon
public,jalapeno_post_candidates,UPDATE,anon
public,jalapeno_post_candidates,DELETE,authenticated
public,jalapeno_post_candidates,INSERT,authenticated
public,jalapeno_post_candidates,REFERENCES,authenticated
public,jalapeno_post_candidates,SELECT,authenticated
public,jalapeno_post_candidates,TRIGGER,authenticated
public,jalapeno_post_candidates,TRUNCATE,authenticated
public,jalapeno_post_candidates,UPDATE,authenticated
public,jalapeno_post_candidates,DELETE,service_role
public,jalapeno_post_candidates,INSERT,service_role
public,jalapeno_post_candidates,REFERENCES,service_role
public,jalapeno_post_candidates,SELECT,service_role
public,jalapeno_post_candidates,TRIGGER,service_role
public,jalapeno_post_candidates,TRUNCATE,service_role
public,jalapeno_post_candidates,UPDATE,service_role
public,jalapeno_post_metrics,DELETE,anon
public,jalapeno_post_metrics,INSERT,anon
public,jalapeno_post_metrics,REFERENCES,anon
public,jalapeno_post_metrics,SELECT,anon
public,jalapeno_post_metrics,TRIGGER,anon
public,jalapeno_post_metrics,TRUNCATE,anon
public,jalapeno_post_metrics,UPDATE,anon
public,jalapeno_post_metrics,DELETE,authenticated
public,jalapeno_post_metrics,INSERT,authenticated
public,jalapeno_post_metrics,REFERENCES,authenticated
public,jalapeno_post_metrics,SELECT,authenticated
public,jalapeno_post_metrics,TRIGGER,authenticated
public,jalapeno_post_metrics,TRUNCATE,authenticated
public,jalapeno_post_metrics,UPDATE,authenticated
public,jalapeno_post_metrics,DELETE,service_role
public,jalapeno_post_metrics,INSERT,service_role
public,jalapeno_post_metrics,REFERENCES,service_role
public,jalapeno_post_metrics,SELECT,service_role
public,jalapeno_post_metrics,TRIGGER,service_role
public,jalapeno_post_metrics,TRUNCATE,service_role
public,jalapeno_post_metrics,UPDATE,service_role
public,jalapeno_post_patterns,DELETE,anon
public,jalapeno_post_patterns,INSERT,anon
public,jalapeno_post_patterns,REFERENCES,anon
public,jalapeno_post_patterns,SELECT,anon
public,jalapeno_post_patterns,TRIGGER,anon
public,jalapeno_post_patterns,TRUNCATE,anon
public,jalapeno_post_patterns,UPDATE,anon
public,jalapeno_post_patterns,DELETE,authenticated
public,jalapeno_post_patterns,INSERT,authenticated
public,jalapeno_post_patterns,REFERENCES,authenticated
public,jalapeno_post_patterns,SELECT,authenticated
public,jalapeno_post_patterns,TRIGGER,authenticated
public,jalapeno_post_patterns,TRUNCATE,authenticated
public,jalapeno_post_patterns,UPDATE,authenticated
public,jalapeno_post_patterns,DELETE,service_role
public,jalapeno_post_patterns,INSERT,service_role
public,jalapeno_post_patterns,REFERENCES,service_role
public,jalapeno_post_patterns,SELECT,service_role
public,jalapeno_post_patterns,TRIGGER,service_role
public,jalapeno_post_patterns,TRUNCATE,service_role
public,jalapeno_post_patterns,UPDATE,service_role
public,jalapeno_post_scores,DELETE,anon
public,jalapeno_post_scores,INSERT,anon
public,jalapeno_post_scores,REFERENCES,anon
public,jalapeno_post_scores,SELECT,anon
public,jalapeno_post_scores,TRIGGER,anon
public,jalapeno_post_scores,TRUNCATE,anon
public,jalapeno_post_scores,UPDATE,anon
public,jalapeno_post_scores,DELETE,authenticated
public,jalapeno_post_scores,INSERT,authenticated
public,jalapeno_post_scores,REFERENCES,authenticated
public,jalapeno_post_scores,SELECT,authenticated
public,jalapeno_post_scores,TRIGGER,authenticated
public,jalapeno_post_scores,TRUNCATE,authenticated
public,jalapeno_post_scores,UPDATE,authenticated
public,jalapeno_post_scores,DELETE,service_role
public,jalapeno_post_scores,INSERT,service_role
public,jalapeno_post_scores,REFERENCES,service_role
public,jalapeno_post_scores,SELECT,service_role
public,jalapeno_post_scores,TRIGGER,service_role
public,jalapeno_post_scores,TRUNCATE,service_role
public,jalapeno_post_scores,UPDATE,service_role
public,jalapeno_posts,DELETE,anon
public,jalapeno_posts,INSERT,anon
public,jalapeno_posts,REFERENCES,anon
public,jalapeno_posts,SELECT,anon
public,jalapeno_posts,TRIGGER,anon
public,jalapeno_posts,TRUNCATE,anon
public,jalapeno_posts,UPDATE,anon
public,jalapeno_posts,DELETE,authenticated
public,jalapeno_posts,INSERT,authenticated
public,jalapeno_posts,REFERENCES,authenticated
public,jalapeno_posts,SELECT,authenticated
public,jalapeno_posts,TRIGGER,authenticated
public,jalapeno_posts,TRUNCATE,authenticated
public,jalapeno_posts,UPDATE,authenticated
public,jalapeno_posts,DELETE,service_role
public,jalapeno_posts,INSERT,service_role
public,jalapeno_posts,REFERENCES,service_role
public,jalapeno_posts,SELECT,service_role
public,jalapeno_posts,TRIGGER,service_role
public,jalapeno_posts,TRUNCATE,service_role
public,jalapeno_posts,UPDATE,service_role
public,jalapeno_report_logs,DELETE,anon
public,jalapeno_report_logs,INSERT,anon
public,jalapeno_report_logs,REFERENCES,anon
public,jalapeno_report_logs,SELECT,anon
public,jalapeno_report_logs,TRIGGER,anon
public,jalapeno_report_logs,TRUNCATE,anon
public,jalapeno_report_logs,UPDATE,anon
public,jalapeno_report_logs,DELETE,authenticated
public,jalapeno_report_logs,INSERT,authenticated
public,jalapeno_report_logs,REFERENCES,authenticated
public,jalapeno_report_logs,SELECT,authenticated
public,jalapeno_report_logs,TRIGGER,authenticated
public,jalapeno_report_logs,TRUNCATE,authenticated
public,jalapeno_report_logs,UPDATE,authenticated
public,jalapeno_report_logs,DELETE,service_role
public,jalapeno_report_logs,INSERT,service_role
public,jalapeno_report_logs,REFERENCES,service_role
public,jalapeno_report_logs,SELECT,service_role
public,jalapeno_report_logs,TRIGGER,service_role
public,jalapeno_report_logs,TRUNCATE,service_role
public,jalapeno_report_logs,UPDATE,service_role
public,jalapeno_runs,DELETE,anon
public,jalapeno_runs,INSERT,anon
public,jalapeno_runs,REFERENCES,anon
public,jalapeno_runs,SELECT,anon
public,jalapeno_runs,TRIGGER,anon
public,jalapeno_runs,TRUNCATE,anon
public,jalapeno_runs,UPDATE,anon
public,jalapeno_runs,DELETE,authenticated
public,jalapeno_runs,INSERT,authenticated
public,jalapeno_runs,REFERENCES,authenticated
public,jalapeno_runs,SELECT,authenticated
public,jalapeno_runs,TRIGGER,authenticated
public,jalapeno_runs,TRUNCATE,authenticated
public,jalapeno_runs,UPDATE,authenticated
public,jalapeno_runs,DELETE,service_role
public,jalapeno_runs,INSERT,service_role
public,jalapeno_runs,REFERENCES,service_role
public,jalapeno_runs,SELECT,service_role
public,jalapeno_runs,TRIGGER,service_role
public,jalapeno_runs,TRUNCATE,service_role
public,jalapeno_runs,UPDATE,service_role
public,jalapeno_settings,DELETE,anon
public,jalapeno_settings,INSERT,anon
public,jalapeno_settings,REFERENCES,anon
public,jalapeno_settings,SELECT,anon
public,jalapeno_settings,TRIGGER,anon
public,jalapeno_settings,TRUNCATE,anon
public,jalapeno_settings,UPDATE,anon
public,jalapeno_settings,DELETE,authenticated
public,jalapeno_settings,INSERT,authenticated
public,jalapeno_settings,REFERENCES,authenticated
public,jalapeno_settings,SELECT,authenticated
public,jalapeno_settings,TRIGGER,authenticated
public,jalapeno_settings,TRUNCATE,authenticated
public,jalapeno_settings,UPDATE,authenticated
public,jalapeno_settings,DELETE,service_role
public,jalapeno_settings,INSERT,service_role
public,jalapeno_settings,REFERENCES,service_role
public,jalapeno_settings,SELECT,service_role
public,jalapeno_settings,TRIGGER,service_role
public,jalapeno_settings,TRUNCATE,service_role
public,jalapeno_settings,UPDATE,service_role
public,jalapeno_video_assets,DELETE,anon
public,jalapeno_video_assets,INSERT,anon
public,jalapeno_video_assets,REFERENCES,anon
public,jalapeno_video_assets,SELECT,anon
public,jalapeno_video_assets,TRIGGER,anon
public,jalapeno_video_assets,TRUNCATE,anon
public,jalapeno_video_assets,UPDATE,anon
public,jalapeno_video_assets,DELETE,authenticated
public,jalapeno_video_assets,INSERT,authenticated
public,jalapeno_video_assets,REFERENCES,authenticated
public,jalapeno_video_assets,SELECT,authenticated
public,jalapeno_video_assets,TRIGGER,authenticated
public,jalapeno_video_assets,TRUNCATE,authenticated
public,jalapeno_video_assets,UPDATE,authenticated
public,jalapeno_video_assets,DELETE,service_role
public,jalapeno_video_assets,INSERT,service_role
public,jalapeno_video_assets,REFERENCES,service_role
public,jalapeno_video_assets,SELECT,service_role
public,jalapeno_video_assets,TRIGGER,service_role
public,jalapeno_video_assets,TRUNCATE,service_role
public,jalapeno_video_assets,UPDATE,service_role
public,lb_total_destinations,DELETE,anon
public,lb_total_destinations,INSERT,anon
public,lb_total_destinations,REFERENCES,anon
public,lb_total_destinations,SELECT,anon
public,lb_total_destinations,TRIGGER,anon
public,lb_total_destinations,TRUNCATE,anon
public,lb_total_destinations,UPDATE,anon
public,lb_total_destinations,DELETE,authenticated
public,lb_total_destinations,INSERT,authenticated
public,lb_total_destinations,REFERENCES,authenticated
public,lb_total_destinations,SELECT,authenticated
public,lb_total_destinations,TRIGGER,authenticated
public,lb_total_destinations,TRUNCATE,authenticated
public,lb_total_destinations,UPDATE,authenticated
public,lb_total_destinations,DELETE,service_role
public,lb_total_destinations,INSERT,service_role
public,lb_total_destinations,REFERENCES,service_role
public,lb_total_destinations,SELECT,service_role
public,lb_total_destinations,TRIGGER,service_role
public,lb_total_destinations,TRUNCATE,service_role
public,lb_total_destinations,UPDATE,service_role
public,lb_total_routes,DELETE,anon
public,lb_total_routes,INSERT,anon
public,lb_total_routes,REFERENCES,anon
public,lb_total_routes,SELECT,anon
public,lb_total_routes,TRIGGER,anon
public,lb_total_routes,TRUNCATE,anon
public,lb_total_routes,UPDATE,anon
public,lb_total_routes,DELETE,authenticated
public,lb_total_routes,INSERT,authenticated
public,lb_total_routes,REFERENCES,authenticated
public,lb_total_routes,SELECT,authenticated
public,lb_total_routes,TRIGGER,authenticated
public,lb_total_routes,TRUNCATE,authenticated
public,lb_total_routes,UPDATE,authenticated
public,lb_total_routes,DELETE,service_role
public,lb_total_routes,INSERT,service_role
public,lb_total_routes,REFERENCES,service_role
public,lb_total_routes,SELECT,service_role
public,lb_total_routes,TRIGGER,service_role
public,lb_total_routes,TRUNCATE,service_role
public,lb_total_routes,UPDATE,service_role
public,lb_user_badges_counts,DELETE,anon
public,lb_user_badges_counts,INSERT,anon
public,lb_user_badges_counts,REFERENCES,anon
public,lb_user_badges_counts,SELECT,anon
public,lb_user_badges_counts,TRIGGER,anon
public,lb_user_badges_counts,TRUNCATE,anon
public,lb_user_badges_counts,UPDATE,anon
public,lb_user_badges_counts,DELETE,authenticated
public,lb_user_badges_counts,INSERT,authenticated
public,lb_user_badges_counts,REFERENCES,authenticated
public,lb_user_badges_counts,SELECT,authenticated
public,lb_user_badges_counts,TRIGGER,authenticated
public,lb_user_badges_counts,TRUNCATE,authenticated
public,lb_user_badges_counts,UPDATE,authenticated
public,lb_user_badges_counts,DELETE,service_role
public,lb_user_badges_counts,INSERT,service_role
public,lb_user_badges_counts,REFERENCES,service_role
public,lb_user_badges_counts,SELECT,service_role
public,lb_user_badges_counts,TRIGGER,service_role
public,lb_user_badges_counts,TRUNCATE,service_role
public,lb_user_badges_counts,UPDATE,service_role
public,lb_user_destinations_rated,DELETE,anon
public,lb_user_destinations_rated,INSERT,anon
public,lb_user_destinations_rated,REFERENCES,anon
public,lb_user_destinations_rated,SELECT,anon
public,lb_user_destinations_rated,TRIGGER,anon
public,lb_user_destinations_rated,TRUNCATE,anon
public,lb_user_destinations_rated,UPDATE,anon
public,lb_user_destinations_rated,DELETE,authenticated
public,lb_user_destinations_rated,INSERT,authenticated
public,lb_user_destinations_rated,REFERENCES,authenticated
public,lb_user_destinations_rated,SELECT,authenticated
public,lb_user_destinations_rated,TRIGGER,authenticated
public,lb_user_destinations_rated,TRUNCATE,authenticated
public,lb_user_destinations_rated,UPDATE,authenticated
public,lb_user_destinations_rated,DELETE,service_role
public,lb_user_destinations_rated,INSERT,service_role
public,lb_user_destinations_rated,REFERENCES,service_role
public,lb_user_destinations_rated,SELECT,service_role
public,lb_user_destinations_rated,TRIGGER,service_role
public,lb_user_destinations_rated,TRUNCATE,service_role
public,lb_user_destinations_rated,UPDATE,service_role
public,lb_user_routes_completed,DELETE,anon
public,lb_user_routes_completed,INSERT,anon
public,lb_user_routes_completed,REFERENCES,anon
public,lb_user_routes_completed,SELECT,anon
public,lb_user_routes_completed,TRIGGER,anon
public,lb_user_routes_completed,TRUNCATE,anon
public,lb_user_routes_completed,UPDATE,anon
public,lb_user_routes_completed,DELETE,authenticated
public,lb_user_routes_completed,INSERT,authenticated
public,lb_user_routes_completed,REFERENCES,authenticated
public,lb_user_routes_completed,SELECT,authenticated
public,lb_user_routes_completed,TRIGGER,authenticated
public,lb_user_routes_completed,TRUNCATE,authenticated
public,lb_user_routes_completed,UPDATE,authenticated
public,lb_user_routes_completed,DELETE,service_role
public,lb_user_routes_completed,INSERT,service_role
public,lb_user_routes_completed,REFERENCES,service_role
public,lb_user_routes_completed,SELECT,service_role
public,lb_user_routes_completed,TRIGGER,service_role
public,lb_user_routes_completed,TRUNCATE,service_role
public,lb_user_routes_completed,UPDATE,service_role
public,level_thresholds,DELETE,anon
public,level_thresholds,INSERT,anon
public,level_thresholds,REFERENCES,anon
public,level_thresholds,SELECT,anon
public,level_thresholds,TRIGGER,anon
public,level_thresholds,TRUNCATE,anon
public,level_thresholds,UPDATE,anon
public,level_thresholds,DELETE,authenticated
public,level_thresholds,INSERT,authenticated
public,level_thresholds,REFERENCES,authenticated
public,level_thresholds,SELECT,authenticated
public,level_thresholds,TRIGGER,authenticated
public,level_thresholds,TRUNCATE,authenticated
public,level_thresholds,UPDATE,authenticated
public,level_thresholds,DELETE,service_role
public,level_thresholds,INSERT,service_role
public,level_thresholds,REFERENCES,service_role
public,level_thresholds,SELECT,service_role
public,level_thresholds,TRIGGER,service_role
public,level_thresholds,TRUNCATE,service_role
public,level_thresholds,UPDATE,service_role
public,onboarding_analytics,DELETE,anon
public,onboarding_analytics,INSERT,anon
public,onboarding_analytics,REFERENCES,anon
public,onboarding_analytics,SELECT,anon
public,onboarding_analytics,TRIGGER,anon
public,onboarding_analytics,TRUNCATE,anon
public,onboarding_analytics,UPDATE,anon
public,onboarding_analytics,DELETE,authenticated
public,onboarding_analytics,INSERT,authenticated
public,onboarding_analytics,REFERENCES,authenticated
public,onboarding_analytics,SELECT,authenticated
public,onboarding_analytics,TRIGGER,authenticated
public,onboarding_analytics,TRUNCATE,authenticated
public,onboarding_analytics,UPDATE,authenticated
public,onboarding_analytics,DELETE,service_role
public,onboarding_analytics,INSERT,service_role
public,onboarding_analytics,REFERENCES,service_role
public,onboarding_analytics,SELECT,service_role
public,onboarding_analytics,TRIGGER,service_role
public,onboarding_analytics,TRUNCATE,service_role
public,onboarding_analytics,UPDATE,service_role
public,ratings_per_crawl_user,DELETE,anon
public,ratings_per_crawl_user,INSERT,anon
public,ratings_per_crawl_user,REFERENCES,anon
public,ratings_per_crawl_user,SELECT,anon
public,ratings_per_crawl_user,TRIGGER,anon
public,ratings_per_crawl_user,TRUNCATE,anon
public,ratings_per_crawl_user,UPDATE,anon
public,ratings_per_crawl_user,DELETE,authenticated
public,ratings_per_crawl_user,INSERT,authenticated
public,ratings_per_crawl_user,REFERENCES,authenticated
public,ratings_per_crawl_user,SELECT,authenticated
public,ratings_per_crawl_user,TRIGGER,authenticated
public,ratings_per_crawl_user,TRUNCATE,authenticated
public,ratings_per_crawl_user,UPDATE,authenticated
public,ratings_per_crawl_user,DELETE,service_role
public,ratings_per_crawl_user,INSERT,service_role
public,ratings_per_crawl_user,REFERENCES,service_role
public,ratings_per_crawl_user,SELECT,service_role
public,ratings_per_crawl_user,TRIGGER,service_role
public,ratings_per_crawl_user,TRUNCATE,service_role
public,ratings_per_crawl_user,UPDATE,service_role
public,route_ordered_destinations,DELETE,anon
public,route_ordered_destinations,INSERT,anon
public,route_ordered_destinations,REFERENCES,anon
public,route_ordered_destinations,SELECT,anon
public,route_ordered_destinations,TRIGGER,anon
public,route_ordered_destinations,TRUNCATE,anon
public,route_ordered_destinations,UPDATE,anon
public,route_ordered_destinations,DELETE,authenticated
public,route_ordered_destinations,INSERT,authenticated
public,route_ordered_destinations,REFERENCES,authenticated
public,route_ordered_destinations,SELECT,authenticated
public,route_ordered_destinations,TRIGGER,authenticated
public,route_ordered_destinations,TRUNCATE,authenticated
public,route_ordered_destinations,UPDATE,authenticated
public,route_ordered_destinations,DELETE,service_role
public,route_ordered_destinations,INSERT,service_role
public,route_ordered_destinations,REFERENCES,service_role
public,route_ordered_destinations,SELECT,service_role
public,route_ordered_destinations,TRIGGER,service_role
public,route_ordered_destinations,TRUNCATE,service_role
public,route_ordered_destinations,UPDATE,service_role
public,route_stop_counts,DELETE,anon
public,route_stop_counts,INSERT,anon
public,route_stop_counts,REFERENCES,anon
public,route_stop_counts,SELECT,anon
public,route_stop_counts,TRIGGER,anon
public,route_stop_counts,TRUNCATE,anon
public,route_stop_counts,UPDATE,anon
public,route_stop_counts,DELETE,authenticated
public,route_stop_counts,INSERT,authenticated
public,route_stop_counts,REFERENCES,authenticated
public,route_stop_counts,SELECT,authenticated
public,route_stop_counts,TRIGGER,authenticated
public,route_stop_counts,TRUNCATE,authenticated
public,route_stop_counts,UPDATE,authenticated
public,route_stop_counts,DELETE,service_role
public,route_stop_counts,INSERT,service_role
public,route_stop_counts,REFERENCES,service_role
public,route_stop_counts,SELECT,service_role
public,route_stop_counts,TRIGGER,service_role
public,route_stop_counts,TRUNCATE,service_role
public,route_stop_counts,UPDATE,service_role
public,route_submissions,DELETE,anon
public,route_submissions,INSERT,anon
public,route_submissions,REFERENCES,anon
public,route_submissions,SELECT,anon
public,route_submissions,TRIGGER,anon
public,route_submissions,TRUNCATE,anon
public,route_submissions,UPDATE,anon
public,route_submissions,DELETE,authenticated
public,route_submissions,INSERT,authenticated
public,route_submissions,REFERENCES,authenticated
public,route_submissions,SELECT,authenticated
public,route_submissions,TRIGGER,authenticated
public,route_submissions,TRUNCATE,authenticated
public,route_submissions,UPDATE,authenticated
public,route_submissions,DELETE,service_role
public,route_submissions,INSERT,service_role
public,route_submissions,REFERENCES,service_role
public,route_submissions,SELECT,service_role
public,route_submissions,TRIGGER,service_role
public,route_submissions,TRUNCATE,service_role
public,route_submissions,UPDATE,service_role
public,route_travel_tag,DELETE,anon
public,route_travel_tag,INSERT,anon
public,route_travel_tag,REFERENCES,anon
public,route_travel_tag,SELECT,anon
public,route_travel_tag,TRIGGER,anon
public,route_travel_tag,TRUNCATE,anon
public,route_travel_tag,UPDATE,anon
public,route_travel_tag,DELETE,authenticated
public,route_travel_tag,INSERT,authenticated
public,route_travel_tag,REFERENCES,authenticated
public,route_travel_tag,SELECT,authenticated
public,route_travel_tag,TRIGGER,authenticated
public,route_travel_tag,TRUNCATE,authenticated
public,route_travel_tag,UPDATE,authenticated
public,route_travel_tag,DELETE,service_role
public,route_travel_tag,INSERT,service_role
public,route_travel_tag,REFERENCES,service_role
public,route_travel_tag,SELECT,service_role
public,route_travel_tag,TRIGGER,service_role
public,route_travel_tag,TRUNCATE,service_role
public,route_travel_tag,UPDATE,service_role
public,routes,DELETE,anon
public,routes,INSERT,anon
public,routes,REFERENCES,anon
public,routes,SELECT,anon
public,routes,TRIGGER,anon
public,routes,TRUNCATE,anon
public,routes,UPDATE,anon
public,routes,DELETE,authenticated
public,routes,INSERT,authenticated
public,routes,REFERENCES,authenticated
public,routes,SELECT,authenticated
public,routes,TRIGGER,authenticated
public,routes,TRUNCATE,authenticated
public,routes,UPDATE,authenticated
public,routes,DELETE,service_role
public,routes,INSERT,service_role
public,routes,REFERENCES,service_role
public,routes,SELECT,service_role
public,routes,TRIGGER,service_role
public,routes,TRUNCATE,service_role
public,routes,UPDATE,service_role
public,social_activity_reads,REFERENCES,anon
public,social_activity_reads,SELECT,anon
public,social_activity_reads,TRIGGER,anon
public,social_activity_reads,TRUNCATE,anon
public,social_activity_reads,REFERENCES,authenticated
public,social_activity_reads,SELECT,authenticated
public,social_activity_reads,TRIGGER,authenticated
public,social_activity_reads,TRUNCATE,authenticated
public,social_activity_reads,DELETE,service_role
public,social_activity_reads,INSERT,service_role
public,social_activity_reads,REFERENCES,service_role
public,social_activity_reads,SELECT,service_role
public,social_activity_reads,TRIGGER,service_role
public,social_activity_reads,TRUNCATE,service_role
public,social_activity_reads,UPDATE,service_role
public,socially_visible_crawls,DELETE,anon
public,socially_visible_crawls,INSERT,anon
public,socially_visible_crawls,REFERENCES,anon
public,socially_visible_crawls,SELECT,anon
public,socially_visible_crawls,TRIGGER,anon
public,socially_visible_crawls,TRUNCATE,anon
public,socially_visible_crawls,UPDATE,anon
public,socially_visible_crawls,DELETE,authenticated
public,socially_visible_crawls,INSERT,authenticated
public,socially_visible_crawls,REFERENCES,authenticated
public,socially_visible_crawls,SELECT,authenticated
public,socially_visible_crawls,TRIGGER,authenticated
public,socially_visible_crawls,TRUNCATE,authenticated
public,socially_visible_crawls,UPDATE,authenticated
public,socially_visible_crawls,DELETE,service_role
public,socially_visible_crawls,INSERT,service_role
public,socially_visible_crawls,REFERENCES,service_role
public,socially_visible_crawls,SELECT,service_role
public,socially_visible_crawls,TRIGGER,service_role
public,socially_visible_crawls,TRUNCATE,service_role
public,socially_visible_crawls,UPDATE,service_role
public,socially_visible_destination_ratings,DELETE,anon
public,socially_visible_destination_ratings,INSERT,anon
public,socially_visible_destination_ratings,REFERENCES,anon
public,socially_visible_destination_ratings,SELECT,anon
public,socially_visible_destination_ratings,TRIGGER,anon
public,socially_visible_destination_ratings,TRUNCATE,anon
public,socially_visible_destination_ratings,UPDATE,anon
public,socially_visible_destination_ratings,DELETE,authenticated
public,socially_visible_destination_ratings,INSERT,authenticated
public,socially_visible_destination_ratings,REFERENCES,authenticated
public,socially_visible_destination_ratings,SELECT,authenticated
public,socially_visible_destination_ratings,TRIGGER,authenticated
public,socially_visible_destination_ratings,TRUNCATE,authenticated
public,socially_visible_destination_ratings,UPDATE,authenticated
public,socially_visible_destination_ratings,DELETE,service_role
public,socially_visible_destination_ratings,INSERT,service_role
public,socially_visible_destination_ratings,REFERENCES,service_role
public,socially_visible_destination_ratings,SELECT,service_role
public,socially_visible_destination_ratings,TRIGGER,service_role
public,socially_visible_destination_ratings,TRUNCATE,service_role
public,socially_visible_destination_ratings,UPDATE,service_role
public,socially_visible_users,DELETE,anon
public,socially_visible_users,INSERT,anon
public,socially_visible_users,REFERENCES,anon
public,socially_visible_users,SELECT,anon
public,socially_visible_users,TRIGGER,anon
public,socially_visible_users,TRUNCATE,anon
public,socially_visible_users,UPDATE,anon
public,socially_visible_users,DELETE,authenticated
public,socially_visible_users,INSERT,authenticated
public,socially_visible_users,REFERENCES,authenticated
public,socially_visible_users,SELECT,authenticated
public,socially_visible_users,TRIGGER,authenticated
public,socially_visible_users,TRUNCATE,authenticated
public,socially_visible_users,UPDATE,authenticated
public,socially_visible_users,DELETE,service_role
public,socially_visible_users,INSERT,service_role
public,socially_visible_users,REFERENCES,service_role
public,socially_visible_users,SELECT,service_role
public,socially_visible_users,TRIGGER,service_role
public,socially_visible_users,TRUNCATE,service_role
public,socially_visible_users,UPDATE,service_role
public,states,DELETE,anon
public,states,INSERT,anon
public,states,REFERENCES,anon
public,states,SELECT,anon
public,states,TRIGGER,anon
public,states,TRUNCATE,anon
public,states,UPDATE,anon
public,states,DELETE,authenticated
public,states,INSERT,authenticated
public,states,REFERENCES,authenticated
public,states,SELECT,authenticated
public,states,TRIGGER,authenticated
public,states,TRUNCATE,authenticated
public,states,UPDATE,authenticated
public,states,DELETE,service_role
public,states,INSERT,service_role
public,states,REFERENCES,service_role
public,states,SELECT,service_role
public,states,TRIGGER,service_role
public,states,TRUNCATE,service_role
public,states,UPDATE,service_role
public,user_badges,DELETE,anon
public,user_badges,INSERT,anon
